"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190920T00-07,HL,173,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T23-07,HL,176,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T22-07,HL,189,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T21-07,HL,187,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T20-07,HL,185,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T19-07,HL,181,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T18-07,HL,182,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T17-07,HL,184,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T16-07,HL,186,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T15-07,HL,185,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T14-07,HL,180,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T13-07,HL,183,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T12-07,HL,184,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T11-07,HL,181,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T10-07,HL,183,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T09-07,HL,185,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T08-07,HL,179,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T07-07,HL,175,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T06-07,HL,179,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T05-07,HL,165,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T04-07,HL,175,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T03-07,HL,176,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T02-07,HL,175,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T01-07,HL,173,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190919T00-07,HL,173,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T23-07,HL,175,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T22-07,HL,191,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T21-07,HL,191,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T20-07,HL,190,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T19-07,HL,190,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T18-07,HL,189,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T17-07,HL,188,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T16-07,HL,191,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T15-07,HL,188,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T14-07,HL,191,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T13-07,HL,190,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T12-07,HL,187,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T11-07,HL,192,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T10-07,HL,190,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T09-07,HL,191,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T08-07,HL,188,megawatthours
"Net generation from other for Bonneville Power Administration (BPAT), hourly - local time",20190918T07-07,HL,199,megawatthours
