小鸡球球触感玩具书：全5册,长江少年儿童出版社,¥79.80,¥250.00,2016-11-15
边城：沈从文小说精粹（一曲爱与美的田园牧歌）,中国友谊出版公司,¥45.99,¥32.00,2019-04-01
宫西达也超级绘本（加法超人与算术星人+狐狸爸爸笑了等全11册）,青岛出版社,¥29.50,¥186.00,2019-02-01
人性的弱点（薛之谦推荐，畅销100万册）【果麦经典】,天津人民出版社,¥9.90,¥32.00,2014-09-01
小王子（袁泉、王一博推荐，畅销350万册，1069181条当当读者五星,天津人民出版社,¥14.80,¥39.80,2018-06-03
这就是二十四节气（中国二十四节气彩绘版，文津图书奖获奖绘本，,海豚出版社,¥10.99,¥100.00,2015-09-01
房思琪的初恋乐园,北京联合出版有限公司,¥125.00,¥45.00,2018-02-01
朝花夕拾 七年级上 人教版名著阅读课程化丛书 教育部统编教材推荐,人民教育出版社,¥17.10,¥22.80,2017-06-01
胡萝卜的种子,北京联合出版有限公司,¥14.90,¥29.80,2018-09-01
墨菲定律,古吴轩出版社,¥13.80,¥32.80,2017-08-01
落叶跳舞（2018版 秋季主题阅读首选）,２１世纪出版社,¥7.99,¥34.80,2007-10-23
假如给我三天光明（中小学语文新课标必读名著 ）420000多名读者热,商务印书馆,¥22.70,¥14.80,2012-07-01
罗尔德·达尔作品典藏（彩图拼音版）—了不起的狐狸爸爸,明天出版社,¥12.60,¥28.00,2018-09-01
长安十二时辰（上下册）,湖南文艺出版社,¥14.00,¥79.60,2016-11-21
云边有个小卖部,湖南文艺出版社,¥39.80,¥42.00,2018-07-01
时代广场的蟋蟀 麦克米伦世纪大奖小说典藏本,二十一世纪出版社,¥24.00,¥20.00,2017-10-01
鬼谷子—中华经典藏书（平装）,吉林美术出版社,¥28.90,¥35.00,2015-03-01
不吼不叫：如何平静地让孩子与父母合作,上海社会科学院出版社,¥9.99,¥32.80,2016-03-01
樊登推荐 你就是孩子最好的玩具,南方出版社,¥10.00,¥29.80,2016-06-01
艾青诗选（“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥7.00,¥26.00,2018-04-01
上下五千年（最新版）,少年儿童出版社,¥16.80,¥88.00,2011-07-01
一只想飞的猫 二年级上册 曹文轩 陈先云 主编 统编语文教科书必读,人民教育出版社,¥16.40,¥16.00,2018-08-01
半小时漫画唐诗（漫画科普开创者二混子新作！全网粉丝700万！熟读,江苏凤凰文艺出版社,¥14.90,¥49.90,2019-05-08
乌合之众 : 大众心理研究,民主与建设出版社,¥22.50,¥26.00,2018-04-06
赴宴者（严歌苓透视当代社会、惊艳欧美文坛的重量级小说！）,四川文艺出版社,¥44.00,¥45.00,2019-05-28
东野圭吾：解忧杂货店（胡歌、王俊凯、刘昊然倾情推荐，东野圭吾,南海出版公司,¥21.45,¥39.50,2014-05-01
论语译注（简体字本） 修订新版,中华书局,¥13.60,¥26.00,2017-08-01
罗生门（芥川龙之介小说集）《人间失格》作者太宰治是芥川的头号,时代文艺出版社,¥13.90,¥31.00,2017-12-01
数学原来可以这样学（畅销日本300万册，小学生家长必备。让孩子爱,湖南人民出版社,¥1.99,¥32.80,2014-06-01
养育女孩,中信出版社,¥27.90,¥32.00,2014-04-01
万历十五年 一本好书 腾讯视频栏目推荐,生活.读书.新知三联书店,¥15.80,¥26.00,2006-06-01
谈判：如何在博弈中获得更多(第四版)Everything is Negotiable,民主与建设出版社,¥14.40,¥45.00,2018-04-06
月亮和六便士（全新导读无删节详注版！ 半年创当当110000名读者五,时代文艺出版社,¥15.60,¥27.00,2017-09-01
小鲤鱼跳龙门 二年级上册 曹文轩 陈先云 主编 统编语文教科书必读,人民教育出版社,¥6.99,¥16.00,2018-08-01
月亮的味道（精装）,二十一世纪出版社,¥22.00,¥35.00,2017-10-01
皮囊（350万册纪念版。直面人生的终极问题，刻在骨头里的故事，容,天津人民出版社,¥12.99,¥49.80,2019-05-01
孤独的小螃蟹 二年级上册 曹文轩 陈先云 主编 统编语文教科书必读,人民教育出版社,¥10.20,¥16.00,2018-08-01
苏东坡传（林语堂精装2018版）（1-9年级必读书单）,湖南文艺出版社,¥2.99,¥52.00,2018-01-01
小狗的小房子 二年级上册 曹文轩 陈先云 主编 统编语文教科书必读,人民教育出版社,¥13.60,¥16.00,2018-08-01
猎人笔记（“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥17.50,¥29.00,2018-04-01
地图 人文版（升级版）手绘世界地图 儿童百科绘本,贵州人民出版社,¥24.90,¥168.00,2018-11-01
西游记（上下册）七年级上 人教版名著阅读课程化丛书 教育部统编,人民教育出版社,¥13.60,¥65.80,2017-07-01
“歪脑袋”木头桩 二年级上册 曹文轩 陈先云 主编 统编语文教科书,人民教育出版社,¥35.80,¥16.00,2018-08-01
是谁嗯嗯在我的头上,河北教育出版社,¥8.99,¥35.80,2007-04-01
昆虫记 八年级上 人教版名著阅读课程化丛书 教育部统编教材推荐必,人民教育出版社,¥13.60,¥34.80,2017-08-01
东野圭吾：恶意（2016版，东野圭吾四大杰作之一）,南海出版公司,¥26.80,¥39.50,2016-11-01
乡土中国（精装）2019年语文新课标课外必读图书！畅销十年！费孝,人民出版社,¥84.00,¥21.00,2015-05-01
生活需要仪式感 （把温暖和感动带给你在乎的人）,山东文艺出版社,¥18.00,¥36.00,2017-12-20
三体：全三册 刘慈欣代表作，亚洲首部“雨果奖”获奖作品！,重庆出版社,¥12.99,¥93.00,2010-11-01
写给儿童的中国地理（全14册）,新世界出版社,¥46.50,¥392.00,2016-09-01
中华上下五千年（中小学新课标必读名著 ）170000多名读者热评！,人民邮电出版社,¥29.99,¥15.80,2014-01-17
亲密关系：通往灵魂的桥梁（新版）,湖南文艺出版社,¥196.00,¥45.00,2019-04-01
不老泉文库 3 时代广场的蟋蟀,二十一世纪出版社,¥13.40,¥18.00,2017-09-01
舒克贝塔传（全10册）,浙江少年儿童出版社,¥22.50,¥200.00,2017-08-01
数学帮帮忙（全25册+导读手册）多功能数学绘本,新蕾出版社,¥9.00,¥225.00,2013-04-01
霍乱时期的爱情（2015版）  一本好书 腾讯视频栏目推荐,南海出版公司,¥7.00,¥49.50,2015-06-01
把坏脾气收起来,北京科学技术出版社,¥103.40,¥36.00,2017-08-01
自控力（畅销300万册纪念版！斯坦福大学广受欢迎的心理学课程！从,文化发展出版社,¥99.90,¥45.00,2017-10-31
银火箭少年科幻系列 （8册。亚洲首位“雨果奖”得主刘慈欣主编，,浙江教育出版社,¥112.50,¥256.00,2018-04-02
老鼠娶新娘（2018版）,２１世纪出版社,¥34.20,¥38.00,2008-01-01
和大人一起读（一至四册） 一年级上册 曹文轩 陈先云 主编 统编语,人民教育出版社,¥18.00,¥39.80,2018-08-01
许三观卖血记（新版）,作家出版社,¥31.00,¥32.00,2017-09-12
你的善良必须有点锋芒,古吴轩出版社,¥13.99,¥32.80,2016-09-01
绿山墙的安妮（中小学新课标必读名著） 160000多名读者热评！,人民邮电出版社,¥115.20,¥15.80,2013-01-01
童年 统编语文教材快乐读书吧（六年级上）指定阅读 （中小学新课,商务印书馆,¥20.90,¥14.80,2012-07-01
神奇的逻辑思维游戏书,北京日报出版社（原同心出版社）,¥29.85,¥45.00,2018-10-01
三毛全集02：撒哈拉的故事（1-9年级必读书单）,北京十月文艺出版社,¥16.00,¥35.00,2017-04-01
白洋淀纪事 全本无删减 部编教材七年级上指定阅读（中小学新课标,南方出版社,¥26.82,¥29.80,2018-01-01
墨菲定律,中国商业出版社,¥21.60,¥48.00,2018-02-02
夏洛书屋经典版·总有一天会长大,上海译文出版社,¥4.99,¥19.00,2018-01-01
不一样的卡梅拉手绘本（1-12册）,２１世纪出版社,¥9.50,¥120.00,2013-06-01
小学生必背文言文 学生版 教育部（语文课程标准）指定篇目,中国少年儿童出版社,¥60.00,¥19.80,2017-02-01
统编版快乐读书吧（六年级上）指定阅读 小英雄雨来 曹文轩推荐儿,北京教育出版社,¥19.30,¥18.80,2015-04-01
摆渡人（系列畅销千万册。如果命运是一条孤独的河流，谁会是你灵,百花洲文艺出版社,¥14.90,¥36.00,2015-06-01
三体（刘慈欣代表作，亚洲首部雨果奖获奖作品！）,重庆出版社,¥18.00,¥23.00,2008-01-01
猎人笔记 统编语文教科书七年级（上）指定阅读（中小学新课标必读,南方出版社,¥4.99,¥22.80,2017-12-01
小威向前冲,贵州人民出版社,¥15.20,¥36.00,2018-04-23
米小圈脑筋急转弯（套装共4册）,四川少儿出版社,¥12.99,¥64.00,2016-01-01
漫长的告别（怪不得村上春树读了12遍！每每陷入困境，村上春树便,海南出版社,¥19.40,¥69.00,2018-08-23
魔法拼音国（套装 共7册）,浙江少年儿童出版社,¥18.00,¥98.00,2017-05-01
论语别裁（独家授权简体版套装两册）,东方出版社,¥32.00,¥98.00,2018-05-01
边城 湘行散记 （“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥34.50,¥28.00,2018-04-01
镜花缘（“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥6.99,¥48.00,2018-04-01
幽微的人性,北京联合出版有限公司,¥49.00,¥39.80,2019-04-01
学会爱自己（全14册安全意识、行为习惯培养绘本）（必备安全教育,青岛出版社,¥49.00,¥192.00,2016-02-01
稻草人 统编语文教科书三年级（上）指定阅读 快乐读书吧丛书  21,商务印书馆,¥25.90,¥15.80,2012-08-01
自在独行 贾平凹的独行世界（畅销300万册的国民精神读本，中国作,长江文艺出版社,¥44.40,¥39.00,2016-05-01
镜花缘 统编语文教科书七年级（上）推荐阅读（中小学新课标必读名,南方出版社,¥24.50,¥28.80,2017-12-01
统编版快乐读书吧（六年级上）指定阅读 爱的教育（新课标，夏丏尊,安徽教育出版社,¥17.00,¥20.00,2015-01-01
大卫不可以+大卫上学去+大卫惹麻烦（大卫系列全3册）,河北教育出版社,¥0.00,¥101.40,2014-05-01
快乐读书吧 小鲤鱼跳龙门 一只想飞的猫 孤独的小螃蟹 小狗的小房,商务印书馆,¥68.90,¥109.00,2019-06-01
鸭子骑车记,新星出版社,¥81.80,¥39.80,2017-04-01
断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰,湖南文艺出版社,¥27.50,¥45.00,2019-01-11
神奇校车·动画版（全10册）,贵州人民出版社,¥22.50,¥118.00,2011-04-05
笠翁对韵 中华经典儿童启蒙  注音+注释+典故 每日诵读十分钟 打好,中国文史出版社,¥9.99,¥18.00,2015-01-01
红鞋子童话拼音版,天天出版社有限责任公司,¥59.00,¥18.00,2015-09-01
新华成语词典 第2版,商务印书馆,¥18.00,¥79.90,2015-05-01
德国精选科学图画书 （肚子里有个火车站+牙齿大街的新鲜事，套装,北京科学技术出版社,¥9.00,¥70.00,2017-06-01
好妈妈胜过好老师（700万册纪念版）,作家出版社,¥79.90,¥49.00,2017-08-08
中国民间故事 教育部统编小学语文教材（五年级上）“快乐读书吧”,团结出版社,¥35.00,¥20.00,2019-02-01
北上（第十届茅盾文学奖获奖作品，2018年度中国好书作品）,北京十月文艺出版社,¥24.50,¥59.80,2018-12-01
《幼儿学古诗（全2册）》,教育科学出版社有限公司,¥19.99,¥80.00,2018-05-01
夏洛的网（精装版）,上海译文出版社,¥17.00,¥36.00,2016-01-01
犟龟,二十一世纪出版社,¥29.60,¥36.00,2017-10-01
乡土中国（精装修订版）,北京大学出版社,¥40.00,¥26.00,2016-07-15
长征  修订版（全2册） 入选部编八年级上册语文阅读指定书目,人民文学出版社,¥18.00,¥72.00,2017-11-01
湘行散记 全本无删减 统编语文教科书七年级（上）指定阅读（中小,南方出版社,¥18.00,¥22.80,2018-03-01
中国传统节日故事 小学语文课外读物 （收录专家解读节日和习俗，,团结出版社,¥18.70,¥22.00,2018-10-01
飞花令里读诗词 第一辑 春夏秋冬 套装共4册,时代文艺出版社,¥7.70,¥99.00,2017-10-01
细菌世界历险记（中小学语文新课标必读名著 ）菌儿自传 高士其科,人民邮电出版社,¥70.80,¥22.80,2016-09-01
皮特猫·3~6岁好性格养成书：共四辑（套装1~4辑）（乐观、自信、,文汇出版社,¥29.99,¥559.60,2018-08-17
法布尔昆虫记（全10册）（儿童彩图版）,北京科学技术出版社,¥19.40,¥198.00,2014-07-01
儒林外史(56回全本，内容考证、文字句读全新修订版。),花山文艺出版社,¥279.80,¥25.00,2015-07-01
海底两万里（新课标·部编本教材推荐阅读  七年级下）,浙江工商大学出版社,¥99.00,¥25.00,2017-09-01
后来时间都与你有关（肖战李现同款书，韩寒 何炅 谢娜 吴昕 戚薇,天津人民出版社,¥11.20,¥39.80,2017-07-01
朝花夕拾 新版 部编教材七年级（上）推荐必读篇目（精装典藏版 新,商务印书馆,¥0.00,¥29.80,2017-05-01
人教版快乐读书吧指定阅读 二年级（全5册）小狗的小房子 孤独的小,北京教育出版社,¥21.30,¥69.00,2018-07-01
一年级的小豌豆+一年级的小蜜瓜（全彩注音版套装共2册）,青岛出版社,¥19.90,¥76.00,2019-01-01
曹文轩文集典藏版（全7册）,天天出版社有限责任公司,¥14.99,¥168.00,2013-09-01
诺奖少年版（全30册） 33万五星好评，日销ZUI高达50000册，系列销,辽宁少年儿童出版社,¥25.33,¥528.00,2017-04-01
朝花夕拾 统编语文教科书七年级（上）指定阅读  中小学新课标必读,商务印书馆,¥51.80,¥15.80,2012-08-01
现当代长篇小说经典系列：边城,长江文艺出版社,¥38.00,¥19.00,2014-07-01
所谓情商高，就是会说话,北京联合出版公司,¥84.00,¥32.00,2016-09-01
我的妈妈是精灵(百万纪念版，全新修订，入选小学生基础阅读书目）,福建少年儿童出版社,¥205.90,¥25.00,2018-01-29
世说新语（修订版） 无障碍阅读 学生版,北京教育出版社,¥13.40,¥26.80,2013-01-01
海豚绘本花园：小魔怪要上学（平）,上海文化出版社,¥10.50,¥22.00,2018-01-01
小熊宝宝绘本（2018版全15册）蒲蒲兰经典畅销绘本！新手妈妈的育,连环画出版社,¥16.00,¥96.00,2007-05-16
四五快读 全彩图升级版——幼儿快速识字阅读法（全8册）(让孩子爱,湖南科技出版社,¥143.80,¥211.40,2012-02-01
DK幼儿百科全书——那些重要的事,中国大百科全书出版社,¥54.99,¥138.00,2017-07-01
穿靴子的猫,二十一世纪出版社,¥69.00,¥35.00,2015-01-01
第七天（2018版）,新星出版社,¥17.50,¥39.50,2018-08-01
唐诗三百首 小学生 成长必读 绘本 注音版,北方妇女儿童出版社,¥26.30,¥40.00,2016-08-01
动物小说大王沈石溪·品藏书系：狼王梦（升级版）,浙江少年儿童出版社,¥23.70,¥26.00,2018-07-01
曹文轩纯美小说：青铜葵花,江苏少年儿童出版社,¥32.00,¥22.00,2016-04-01
董卿：做一个有才情的女子,百花洲文艺出版社,¥13.00,¥39.80,2018-02-01
草原上的小木屋 曹文轩推荐儿童文学经典书系 5万多名读者热评！,北京教育出版社,¥11.00,¥22.80,2015-04-01
罗尔德·达尔作品典藏 查理和巧克力工厂,明天出版社,¥17.20,¥22.00,2017-05-23
干法（团购，请致电400-106-6666转6）,机械工业出版社,¥6.99,¥39.00,2015-05-01
“统编版 快乐读书吧 三年级（上）安徒生童话 指定阅读 （新课标,安徽教育出版社,¥17.10,¥20.00,2015-05-01
彩虹色的花,二十一世纪出版社,¥11.00,¥46.00,2018-07-01
汪曾祺散文精选集：万事有心，人间有味（麦家、冯唐、贾平凹等极,中国友谊出版公司,¥9.59,¥42.00,2019-04-01
我讨厌妈妈,新星出版社,¥23.40,¥35.00,2015-10-01
狼图腾(修订版)（一部描绘、研究蒙古草原狼的“旷世奇书”）（1-,长江文艺出版社,¥7.99,¥39.80,2014-11-01
一口袋的吻,贵州人民出版社,¥17.00,¥36.00,2018-05-01
湘行散记：沈从文散文精粹（湘西世界唯美动人的风情画）,中国友谊出版公司,¥1.99,¥32.00,2019-04-01
傅雷家书（部编本语文教材八年级下册推荐阅读）,北岳文艺出版社,¥23.00,¥35.00,2017-09-01
8册百篇张秋生小巴掌童话注音版一二年级课外书必读三年级课外阅读,山东科学技术出版社,¥21.00,¥110.40,2018-04-18
全球通史:从史前史到21世纪（第7版修订版上下册，当当独家赠送全,北京大学出版社,¥59.60,¥96.00,2006-10-01
狼王梦全本(沈石溪激情动物小说),少年儿童出版社,¥9.00,¥18.00,2017-05-01
昆虫记 统编语文教科书八年级（上）指定阅读（中小学新课标必读名,商务印书馆,¥12.60,¥14.80,2012-07-01
米小圈上学记二年级（套装共4册）,四川少儿出版社,¥50.00,¥100.00,2018-04-01
新版林格伦作品选集·美绘版 长袜子皮皮,中国少年儿童出版社,¥11.50,¥23.00,2018-03-01
克里克塔（2018版 国际安徒生奖得主汤米·温格尔半世纪经典佳作）,２１世纪出版社,¥20.90,¥38.00,2006-11-09
城南旧事（新课标，“华语文坛祖母”林海音怀念童年的自传体短篇,安徽教育出版社,¥17.00,¥20.00,2015-06-01
真正厉害的人，都能掌控自己的情绪,中国致公出版社,¥1.99,¥42.00,2019-01-01
主角（第十届茅盾文学奖获奖作品，2018年度中国好书）,作家出版社,¥28.90,¥85.00,2018-01-24
小王子（此版本销量靠前！8万+读者五星热议！舒朗大开本，新课标,辽宁少年儿童出版社,¥18.90,¥22.80,2017-04-01
掌控习惯（樊登读书创始人樊登博士倾力推荐）,北京联合出版有限公司,¥42.50,¥56.00,2019-07-01
动物小说大王沈石溪·品藏书系：斑羚飞渡（升级版）,浙江少年儿童出版社,¥14.99,¥24.00,2018-07-01
青铜葵花（当当网定制版）,天天出版社有限责任公司,¥8.80,¥25.00,2015-03-01
失落的一角（2018版）,北京联合出版有限公司,¥28.00,¥38.00,2018-01-01
一只特立独行的猪,北京十月文艺出版社,¥16.80,¥35.00,2017-04-01
米小圈漫画成语（套装共4册）,四川少儿出版社,¥12.00,¥74.00,2016-05-01
草房子（当当网定制版）,天天出版社有限责任公司,¥12.50,¥25.00,2015-03-01
文化苦旅 新版,长江文艺出版社,¥26.20,¥39.80,2014-04-01
不可思议的旅程（凯迪克大奖绘本三部曲）,新星出版社,¥22.80,¥118.80,2016-09-01
骆驼祥子（“教育部统编《语文》推荐阅读丛书”）部编教材七年级,人民文学出版社,¥9.99,¥26.00,2018-04-01
白岩松：白说,长江文艺出版社,¥29.80,¥39.80,2015-09-01
统编版快乐读书吧（六年级上）指定阅读 童年（新课标俄中直译全译,浙江工商大学出版社,¥21.30,¥25.00,2017-08-01
PET  P.E.T.父母效能训练:让亲子沟通如此高效而简单,中国发展出版社,¥1.99,¥35.00,2015-09-01
读懂孩子的心：樊登2019年新书.,中国友谊出版公司,¥17.50,¥56.00,2019-03-01
白洋淀纪事 部编教材七年级（上）推荐阅读篇目（精装典藏版 新课,商务印书馆,¥9.99,¥32.80,2017-09-01
八十天环游地球（中小学新课标必读名著）100000多名读者热评！,人民邮电出版社,¥30.80,¥15.80,2013-02-01
可爱的身体 （全8册）,南海出版公司,¥12.99,¥118.00,2010-01-01
我与地坛（纪念版）（1-9年级必读书单）,人民文学出版社,¥27.88,¥29.00,2011-06-01
实用程序育儿法(新版),北京联合出版公司,¥13.40,¥42.00,2016-01-01
西游记 (新课标 青少版),浙江教育出版社,¥70.80,¥26.00,2016-01-01
宫西达也恐龙套装（你看起来好像很好吃+我是霸王龙等全7册）,２１世纪出版社,¥16.00,¥126.00,2016-11-01
三体2：黑暗森林（刘慈欣代表作，亚洲首部雨果奖获奖作品！）,重庆出版社,¥11.99,¥32.00,2008-05-01
汤姆·索亚历险记（新课标全译本，万条读者五星好评，北大著名翻,浙江工商大学出版社,¥23.30,¥24.00,2017-04-01
爱打嗝的斑马（精装）,北京联合出版公司,¥22.10,¥31.80,2013-04-01
小黑鱼,南海出版公司,¥81.90,¥39.80,2010-01-01
我们的身体,未来出版社,¥18.80,¥155.00,2012-06-01
全球最美的100个地方 图说天下 国家地理,北京联合出版公司,¥21.84,¥19.90,2012-06-01
居里夫人传（初中语文课外阅读经典读本 教育部推荐中小学生新课标,团结出版社,¥20.40,¥24.00,2018-01-01
终身成长：重新定义成功的思维模式,江西人民出版社,¥1.99,¥49.80,2017-11-01
贾里贾梅大系  男生贾里全传,少年儿童出版社,¥15.90,¥24.00,2014-05-01
傲慢与偏见 世界名著典藏,中央编译出版社,¥10.00,¥20.00,2015-04-01
西藏生死书（布面精装版）,浙江大学出版社,¥29.00,¥58.00,2018-06-01
社会心理学（第11版）,人民邮电出版社,¥82.00,¥128.00,2016-01-01
岛上书店（李现推荐，每个人的生命中，都有无比艰难的那一年，将,江苏文艺出版社,¥17.50,¥35.00,2015-05-08
斯凯瑞金色童书·第一辑（全4册）,贵州人民出版社,¥9.99,¥83.20,2007-05-01
可爱的鼠小弟（1-22）,南海出版公司,¥41.60,¥386.00,2013-08-01
林格伦儿童文学作品集·典藏版——长袜子皮皮,中国少年儿童出版社,¥231.60,¥28.00,2013-01-01
绘本花园：会飞的挖土机（平）,长江少年儿童出版社,¥14.00,¥22.00,2016-12-01
安徒生童话 三年级上册 曹文轩 陈先云 主编 统编语文教科书必读书,人民教育出版社,¥11.00,¥25.00,2018-08-01
西游记 四大名著 部编教材七年级（上）推荐必读篇目（足本典藏精,商务印书馆,¥17.20,¥40.00,2016-04-01
局外人（如果你在人群中感到格格不入，一定要读《局外人》 ！全新,江苏凤凰文艺出版社,¥34.00,¥45.00,2019-03-01
三体3：死神永生（刘慈欣代表作，亚洲首部“雨果奖”获奖作品！）,重庆出版社,¥22.50,¥38.00,2010-11-01
泰戈尔诗集：新月集·飞鸟集（新课标·部编本教材推荐阅读  九年,浙江工商大学出版社,¥5.99,¥21.00,2018-04-09
小房子,南海出版公司,¥22.40,¥36.00,2013-07-01
稻草人 三年级上册 曹文轩 陈先云 主编 统编语文教科书必读书目 ,人民教育出版社,¥17.17,¥25.00,2018-08-01
星星离我们有多远（卞毓麟 教育部新编初中语文教材指定阅读图书）,长江文艺出版社,¥17.90,¥26.00,2017-07-01
我的神奇马桶（奇思妙趣三部曲）（全3册）,贵州人民出版社,¥1.99,¥89.40,2019-04-01
格林童话 三年级上册 曹文轩 陈先云 主编 统编语文教科书必读书目,人民教育出版社,¥18.00,¥25.00,2018-08-01
你好！数学套装珍藏版（套装30本）,湖北少儿出版社,¥17.20,¥240.00,2012-04-01
海底两万里 统编语文教科书七年级（下）指定阅读篇目：海底两万里,商务印书馆,¥22.10,¥14.80,2012-08-01
