"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190920T00-07,HL,357,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T23-07,HL,355,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T22-07,HL,398,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T21-07,HL,445,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T20-07,HL,441,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T19-07,HL,454,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T18-07,HL,267,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T17-07,HL,59,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T16-07,HL,19,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T15-07,HL,12,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T14-07,HL,15,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T13-07,HL,15,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T12-07,HL,26,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T11-07,HL,22,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T10-07,HL,35,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T09-07,HL,48,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T08-07,HL,67,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T07-07,HL,84,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T06-07,HL,94,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T05-07,HL,84,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T04-07,HL,50,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T03-07,HL,48,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T02-07,HL,46,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T01-07,HL,36,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190919T00-07,HL,55,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T23-07,HL,69,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T22-07,HL,100,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T21-07,HL,139,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T20-07,HL,98,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T19-07,HL,64,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T18-07,HL,30,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T17-07,HL,13,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T16-07,HL,18,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T15-07,HL,31,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T14-07,HL,33,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T13-07,HL,23,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T12-07,HL,23,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T11-07,HL,24,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T10-07,HL,14,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T09-07,HL,33,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T08-07,HL,61,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T07-07,HL,82,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T06-07,HL,37,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T05-07,HL,29,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T04-07,HL,70,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T03-07,HL,95,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T02-07,HL,254,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T01-07,HL,210,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190918T00-07,HL,56,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T23-07,HL,68,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T22-07,HL,56,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T21-07,HL,56,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T20-07,HL,53,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T19-07,HL,130,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T18-07,HL,239,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T17-07,HL,223,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T16-07,HL,191,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T15-07,HL,148,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T14-07,HL,174,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T13-07,HL,346,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T12-07,HL,306,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T11-07,HL,255,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T10-07,HL,190,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T09-07,HL,128,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T08-07,HL,86,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T07-07,HL,112,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T06-07,HL,140,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T05-07,HL,209,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T04-07,HL,278,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T03-07,HL,268,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T02-07,HL,256,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T01-07,HL,307,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190917T00-07,HL,430,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T23-07,HL,439,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T22-07,HL,466,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T21-07,HL,470,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T20-07,HL,479,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T19-07,HL,414,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T18-07,HL,376,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T17-07,HL,246,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T16-07,HL,212,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T15-07,HL,172,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T14-07,HL,166,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T13-07,HL,179,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T12-07,HL,122,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T11-07,HL,74,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T10-07,HL,73,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T09-07,HL,79,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T08-07,HL,61,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T07-07,HL,69,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T06-07,HL,74,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T05-07,HL,89,megawatthours
"Net generation from wind for Avangrid Renewables, LLC (AVRN), hourly - local time",20190916T04-07,HL,107,megawatthours
