北,黄埔区府,有,27,泰景花园东城华庭,108400586407,3室1厅,333,黄埔,精装,88平米,67.14㎡,2012
南,科学城,有,33,实地常春藤,108400532034,3室2厅,240,黄埔,精装,96.67平米,暂无数据,2017
东,大沙地,无,9,港湾路,108400183647,2室1厅,168,黄埔,简装,52.89平米,52.89㎡,1995
北,文冲,有,29,丰逸尚居,108400592020,1室1厅,146,黄埔,简装,42.26平米,31.26㎡,2012
西南,文冲,有,18,万科城市花园,108400580224,3室1厅,323,黄埔,简装,89.65平米,73.66㎡,2003
东北,香雪,有,32,越秀岭南雅筑,108400448017,2室2厅,195,黄埔,精装,82.39平米,65.95㎡,未知
北,香雪,有,33,万科东荟城,108400607460,2室2厅,245,黄埔,精装,77平米,63.59㎡,2016
北,科学城,有,18,龙光峰景华庭,108400541071,3室2厅,235,黄埔,简装,93.46平米,76.55㎡,2009
南,香雪,有,32,越秀岭南雅筑,108400566943,3室1厅,298,黄埔,精装,117平米,94.05㎡,未知
南,香雪,有,28,万科金色梦想,108400216271,3室2厅,245,黄埔,精装,86.76平米,70.16㎡,2015
北,大沙地,有,32,金碧世纪花园,108400647734,2室2厅,245,黄埔,精装,64.32平米,52.62㎡,2004
东南,香雪,有,33,万科东荟城,108400386743,3室2厅,325,黄埔,精装,97.43平米,81.31㎡,2015
南,香雪,有,33,中海誉城南苑,108400283534,2室2厅,178,黄埔,精装,65.17平米,50.54㎡,2015
北,香雪,有,18,越秀岭南雅筑,108400522759,2室2厅,190,黄埔,精装,77.46平米,64.44㎡,未知
北,文冲,有,11,万科城市花园,108400618822,2室1厅,269,黄埔,精装,79.84平米,68.33㎡,2003
北,黄埔区府,有,24,黄埔花园,108400625868,3室2厅,380,黄埔,精装,90.18平米,69.5㎡,2011
北,大沙地,有,32,金碧世纪花园,108400487208,2室2厅,228,黄埔,精装,65平米,52.32㎡,2004
东北,科学城,有,18,龙光峰景华庭,108400563745,3室2厅,240,黄埔,精装,92.41平米,77㎡,2009
东北,科学城,有,28,保利林语山庄,108400622451,3室2厅,338,黄埔,精装,97.53平米,72.12㎡,2008
西北,香雪,有,27,中海誉城北苑,108400413350,1室2厅,140,黄埔,精装,55.63平米,44.33㎡,未知
东南,大沙地,有,8,怡园小区,108400410140,2室2厅,242,黄埔,简装,78.96平米,暂无数据,1992
东北,香雪,有,23,越秀岭南雅筑,108400640411,3室2厅,245,黄埔,精装,93.96平米,暂无数据,未知
南,黄埔区府,无,8,乙烯大院,108400230411,2室2厅,215,黄埔,简装,74.55平米,68.63㎡,1998
南,香雪,有,35,时代春树里,108400111503,3室2厅,245,黄埔,精装,92.87平米,75.21㎡,2017
西南,科学城,有,25,雅居乐富春山居,108400570757,4室2厅,650,黄埔,毛坯,197.75平米,156.1㎡,2016
南 北,黄埔区府,无,8,乙烯大院,108400650511,3室1厅,220,黄埔,简装,74.55平米,暂无数据,1998
北,黄埔区府,有,11,怡港花园,108400203302,2室2厅,282,黄埔,精装,77.5平米,67.77㎡,1999
北,夏园,有,18,富域尚品居,108400369929,3室2厅,210,黄埔,精装,85.52平米,67.95㎡,2009
北,大沙地,有,32,金碧世纪花园,108400494558,3室2厅,348,黄埔,简装,90.6平米,74.13㎡,2004
东北,黄埔区府,有,30,黄埔花园,108400526338,3室2厅,368,黄埔,精装,91.7平米,74.29㎡,2011
东南,文冲,有,11,万科城市花园,108400387450,2室2厅,265,黄埔,精装,66平米,54.94㎡,2003
西北,科学城,有,25,万科新里程,108400531513,3室2厅,290,黄埔,精装,90平米,74.53㎡,2009
南,香雪,有,28,万科东荟城,108400578402,3室2厅,365,黄埔,精装,100.37平米,83.9㎡,2016
北,大沙地,有,17,金碧世纪花园,108400343777,2室2厅,263,黄埔,精装,75平米,60.75㎡,2004
东,文冲,有,18,万科城市花园,108400605627,3室1厅,345,黄埔,精装,89.82平米,暂无数据,2003
南,科学城,有,25,万科新里程,108400445810,3室2厅,307,黄埔,精装,89平米,74.54㎡,2009
西北,文冲,有,11,万科城市花园,108400430253,2室2厅,270,黄埔,精装,73.62平米,62.64㎡,2003
北,开发西区,无,9,普晖村,108400592929,2室1厅,175,黄埔,简装,70.61平米,64.86㎡,1996
北,香雪,有,34,万科金色梦想,108400576104,2室2厅,178,黄埔,精装,64.93平米,52.72㎡,2015
北,开发东区,有,22,宏康花园五期宏康东筑,108400210043,3室2厅,199,黄埔,精装,98.17平米,暂无数据,2009
北,开发西区,有,22,雍翠雅园,108400490236,3室2厅,270,黄埔,简装,112.18平米,87.65㎡,2006
南,黄埔区府,有,16,黄埔花园,108400554854,3室1厅,468,黄埔,精装,125.12平米,102.83㎡,2011
南,香雪,有,33,中海誉城北苑,108400575331,4室2厅,420,黄埔,精装,141.31平米,113.56㎡,2012
东,香雪,有,19,萝岗奥园广场,108400574310,2室1厅,101,黄埔,精装,45.42平米,31.07㎡,2016
北,科学城,有,18,龙光峰景华庭,108400094807,3室2厅,230,黄埔,精装,90.31平米,75.25㎡,2009
南,科学城,有,18,万科新里程,108400500054,3室2厅,308,黄埔,精装,89平米,73.69㎡,2009
南,科学城,有,9,保利香雪山花园,108400453064,2室2厅,310,黄埔,精装,75.29平米,64.96㎡,2009
南,大沙地,无,8,丰乐小区77号大院,108400478527,2室1厅,210,黄埔,精装,66平米,暂无数据,1990
西北,香雪,有,33,万科东荟城,108400575551,2室2厅,243,黄埔,精装,76.1平米,63.75㎡,2016
南 北,香雪,有,33,中海誉城北苑,108400594309,3室2厅,280,黄埔,精装,96.84平米,76.67㎡,2012
南,知识城,有,26,万科幸福誉,108400598944,3室2厅,229,黄埔,精装,87.83平米,暂无数据,2010
南,科学城,有,26,新福港鼎峰,108400217339,4室2厅,510,黄埔,精装,135平米,103.45㎡,2015
南,开发东区,无,7,宏康花园六期明悦居,108400427020,2室2厅,150,黄埔,简装,76.53平米,暂无数据,2004
南 北,开发东区,有,18,东澳广场,108400526319,2室2厅,145,黄埔,简装,80平米,79.63㎡,2005
北,香雪,有,33,中海誉城南苑,108400540598,4室2厅,350,黄埔,精装,121.44平米,96.79㎡,2015
东南,科学城,有,30,新福港鼎峰,108400627046,3室1厅,385,黄埔,精装,87.21平米,65.74㎡,2015
南,科学城,有,18,奥园春晓,108400606635,2室2厅,225,黄埔,精装,76.86平米,61.7㎡,2014
东,香雪,有,33,中海誉城南苑,108400626971,1室1厅,92,黄埔,精装,33.74平米,25.9㎡,2015
西北,香雪,有,28,万科金色梦想,108400543997,3室2厅,220,黄埔,精装,77.03平米,62.41㎡,2014
南,大沙地,有,16,保利学府里,108400563140,2室2厅,320,黄埔,精装,73.34平米,57.69㎡,2015
南,香雪,有,34,万科金色梦想,108400590851,2室2厅,188,黄埔,精装,64.93平米,52.72㎡,2015
南,香雪,有,35,时代春树里,108400611448,3室2厅,269,黄埔,精装,92.87平米,75.21㎡,2017
南,大沙地,有,17,金碧世纪花园,108400590335,2室2厅,253,黄埔,精装,69平米,56.92㎡,2004
南 北,文冲,有,24,东港花园,108400283031,3室2厅,305,黄埔,精装,87.8平米,70㎡,2013
北 东北,香雪,有,33,万科东荟城,108400527413,3室1厅,293,黄埔,精装,86平米,85.05㎡,2015
东北,黄埔区府,有,17,金逸雅居,108400285612,3室2厅,353,黄埔,精装,106.37平米,暂无数据,2006
东北,香雪,有,29,万科金色梦想,108400259902,3室2厅,255,黄埔,精装,86.4平米,暂无数据,2015
南,科学城,有,17,科城山庄锦泽园,108400486659,4室2厅,555,黄埔,精装,142.9平米,116.76㎡,2015
南,香雪,有,33,中海誉城北苑,108400515704,3室1厅,290,黄埔,精装,96.17平米,暂无数据,2012
南,香雪,有,33,中海誉城北苑,108400555529,3室2厅,325,黄埔,精装,111平米,92.45㎡,未知
南,黄埔区府,有,33,金碧领秀国际,108400500048,1室0厅,175,黄埔,简装,38.78平米,31.96㎡,2007
南,大沙地,无,8,港湾西四街66号大院,108400632544,3室2厅,180,黄埔,精装,71平米,65.72㎡,1995
