北,江南西,无,8,江南西路青竹大街,108400240587,3室1厅,303,海珠,毛坯,80.37平米,暂无数据,未知
北,新港西,有,13,顺景雅苑,108400439147,2室1厅,300,海珠,精装,75.38平米,65.81㎡,2000
南,滨江东,有,20,帝景华苑,108400548565,4室2厅,898,海珠,简装,159.24平米,134.48㎡,2006
东南,前进路,无,8,基立新村,108400540226,2室1厅,118,海珠,简装,45平米,暂无数据,1994
东北,江燕路,有,18,南景园,108400454793,3室2厅,430,海珠,精装,121.08平米,101.05㎡,2001
南,宝岗,无,9,同福中路,108400603755,2室1厅,110,海珠,简装,52.26平米,暂无数据,未知
东南,昌岗,有,32,兰亭熙园,108400332761,3室2厅,468,海珠,精装,92.2平米,71.76㎡,2008
北,江燕路,无,10,海富花园,108400509976,2室1厅,223,海珠,简装,63平米,暂无数据,2000
东,宝岗,无,7,同福中路,108400482506,2室1厅,150,海珠,精装,53.57平米,暂无数据,未知
东,江燕路,无,9,保利红棉花园,108400357871,2室1厅,185,海珠,简装,62.3平米,56.4㎡,1997
西南,江燕路,有,11,保利海棠花园,108400325727,3室2厅,430,海珠,简装,96.81平米,82.09㎡,2005
东,新港西,有,12,双子星城,108400328335,1室1厅,130,海珠,精装,26.96平米,20.49㎡,2005
东北,广州大道南,有,24,翠馨华庭,108400651622,2室1厅,155,海珠,精装,40.2平米,30.8㎡,2003
北,广州大道南,有,13,叠彩园,108400595424,2室2厅,310,海珠,简装,73.95平米,61.93㎡,2002
东南,金碧,有,21,锦丽居,108400414909,3室2厅,398,海珠,简装,113平米,93.26㎡,1999
北,金碧,有,32,金碧花园第三金碧,108400361135,2室2厅,308,海珠,精装,77.93平米,63.63㎡,2005
南,昌岗,无,9,穗花新村穗花一巷,108400639025,2室1厅,280,海珠,简装,63.1平米,57.02㎡,1995
南,江燕路,无,9,保利红棉花园,108400581312,2室1厅,168,海珠,简装,60.56平米,53.93㎡,1997
南,昌岗,无,9,晓园花园,108400623703,3室2厅,245,海珠,精装,93.96平米,82.67㎡,1994
东,江燕路,无,10,海富花园,108400541830,3室1厅,300,海珠,简装,102平米,暂无数据,2000
北,金碧,有,32,金碧花园第二金碧,108200031968,3室2厅,408,海珠,简装,107.09平米,暂无数据,2000
南,沙园,无,9,基建新村,108400445465,3室2厅,170,海珠,精装,60.43平米,暂无数据,1998
东,江南大道中,无,10,海意名苑,108400570460,2室1厅,249,海珠,精装,67.65平米,暂无数据,1999
南 北,新港西,无,9,华乐苑,108400534747,2室1厅,218,海珠,简装,65.5平米,59.68㎡,1999
东南,前进路,无,9,前进路聚龙新街,108400605448,2室1厅,188,海珠,简装,64.01平米,57.83㎡,未知
东 南,金碧,有,22,金碧花园第一金碧,108400552939,2室1厅,186,海珠,精装,48.33平米,41.55㎡,2000
西南,南洲,有,24,英豪花园阳光320,108400485448,1室1厅,175,海珠,精装,42.76平米,34.5㎡,2005
北,昌岗,无,9,晓园新村晓园新,108400635590,3室1厅,225,海珠,简装,82.64平米,暂无数据,1990
东 北,赤岗,无,9,广发新村,108400641243,2室1厅,169,海珠,简装,47.72平米,38㎡,1997
西南,江燕路,有,29,翠城花园,108200008644,2室1厅,350,海珠,简装,82平米,暂无数据,2009
南,前进路,无,9,前进路,108400330904,1室1厅,99,海珠,简装,45.01平米,36.75㎡,1980
北,江燕路,有,10,海富花园,108400519674,3室1厅,398,海珠,简装,96.59平米,82.84㎡,2006
北,金碧,有,32,金碧花园第三金碧,108400541236,2室2厅,300,海珠,简装,73.43平米,59.95㎡,2005
东北,工业大道中,有,23,保利花园,108400359451,2室1厅,265,海珠,精装,68.41平米,56.63㎡,2000
西南,工业大道中,有,23,保利花园,108400029203,3室2厅,395,海珠,精装,106.01平米,87.75㎡,2000
西,广州大道南,有,24,翠馨华庭,108400527501,3室1厅,195,海珠,简装,53.92平米,41.32㎡,2003
西,滨江东,有,35,海天花苑,108400498566,2室2厅,260,海珠,简装,70.95平米,58.94㎡,2004
南,滨江东,有,32,富力银禧花园,108400641815,3室2厅,780,海珠,精装,125.28平米,暂无数据,2008
北,金碧,有,27,嘉鸿花园金玫瑰苑,108400620669,2室1厅,290,海珠,精装,75平米,暂无数据,1999
西南,南洲,有,24,英豪花园阳光320,108400614450,2室2厅,269,海珠,精装,64.91平米,52.37㎡,2005
东南,南洲,有,24,英豪花园阳光320,108400197684,2室1厅,278,海珠,精装,64平米,51.3㎡,2005
东南,沙园,无,9,沙园沙园八街,108400507262,2室1厅,150,海珠,简装,52.83平米,47.08㎡,2002
东 西,金碧,有,32,金碧花园第三金碧,108400551363,2室1厅,275,海珠,精装,66.79平米,54.54㎡,2005
南,金碧,有,26,金碧花园第三金碧,108400252413,2室1厅,265,海珠,简装,67.82平米,暂无数据,2005
南,赤岗,无,8,鸿运花园,108400523397,2室1厅,228,海珠,毛坯,68.12平米,暂无数据,1995
