东,新市,有,17,汇侨新城北区,108400589519,2室1厅,175,白云,简装,69.45平米,56.81㎡,2000
北,桂花岗,有,12,金桂园,108400590009,2室2厅,292,白云,简装,81平米,暂无数据,2000
东南,景泰,有,11,景泰名苑,108400444500,3室2厅,340,白云,精装,98.5平米,84.31㎡,2001
东,新市,无,9,新市花园一区,108400616945,2室1厅,172,白云,简装,80.25平米,72.75㎡,1994
北,嘉禾望岗,有,15,岭南新世界,108400321620,3室2厅,405,白云,精装,95.15平米,76.16㎡,2008
南,永泰,有,10,依云小镇,108400398153,3室2厅,446,白云,精装,139.31平米,117.35㎡,2009
南,石井,有,18,金碧新城,108400058086,2室2厅,210,白云,精装,68.63平米,57.37㎡,2005
南,新市,有,11,和馨雅居,108400396104,3室2厅,269,白云,精装,90平米,71.39㎡,2002
北,景泰,有,9,华兴苑,108400565323,2室2厅,260,白云,简装,81.74平米,74㎡,1993
西,景泰,无,8,景泰新村,108400454072,2室1厅,160,白云,简装,55.65平米,51.73㎡,2008
南,石井,有,32,金碧新城,108400146955,2室1厅,198,白云,精装,70平米,暂无数据,2006
西北,马务,有,15,富力阳光美居,108400471946,2室2厅,218,白云,简装,75.91平米,暂无数据,2001
南,机场路,有,15,贝丽花园,108400544100,2室1厅,213,白云,简装,65.79平米,53.93㎡,2009
西北,同和,有,20,云裳丽影,108200024346,3室2厅,398,白云,精装,96平米,暂无数据,2012
东北,黄边,有,18,金碧雅苑,108400565481,2室2厅,253,白云,精装,71.13平米,59.83㎡,2004
东,金沙洲,无,10,金满花园,108400412212,3室1厅,163,白云,简装,83平米,暂无数据,2000
东南,黄边,有,17,金碧雅苑,108400638931,2室1厅,268,白云,精装,70.88平米,暂无数据,2005
东南,机场路,无,9,康雅花园,108400601397,3室2厅,223,白云,精装,76.65平米,暂无数据,1999
西 南,江夏,无,9,新兴白云花园乐居北街,108400605066,2室1厅,138,白云,精装,44.78平米,暂无数据,1999
南 北,机场路,有,15,时代花园,108400608458,3室1厅,305,白云,精装,83.01平米,68.08㎡,2001
南,黄石,有,12,白云高尔夫花园东区,108400352749,3室2厅,320,白云,简装,87.27平米,暂无数据,2002
南,景泰,无,6,松柏新村松柏东街,108400641615,2室1厅,160,白云,精装,58.52平米,暂无数据,1996
西南,白云大道南,有,11,隆康花园,108400021844,2室1厅,216,白云,精装,56.69平米,50.28㎡,2002
东,景泰,无,9,广园云苑新村,108400603637,1室1厅,87,白云,简装,29.49平米,28㎡,1999
东,同德围,无,9,阳光花园,108400606290,2室1厅,112,白云,简装,53.89平米,暂无数据,1997
南,机场路,无,8,晓翠苑,108400645432,2室1厅,165,白云,精装,66.83平米,暂无数据,1999
北,黄边,有,18,云山诗意,108400580051,2室2厅,290,白云,精装,75.84平米,61.84㎡,2008
东北,黄边,有,13,时代玫瑰园,108400410427,3室1厅,335,白云,精装,87.59平米,71.02㎡,2004
北,黄石,有,15,祥景花园雍翠园,108400462605,3室2厅,315,白云,精装,101.97平米,88.52㎡,2000
南,新市,有,11,紫荆花园,108400563905,3室2厅,230,白云,简装,76.23平米,72.74㎡,2000
东北,京溪,有,11,云景花园云桂苑,108400643691,2室2厅,348,白云,简装,85平米,73.45㎡,2002
西南 西,白云大道南,无,9,竹园小区(白云),108400052646,2室1厅,156,白云,简装,71.42平米,63.54㎡,未知
北,白云大道南,有,11,逸景居,108400503690,2室1厅,220,白云,简装,77.32平米,67.65㎡,2001
东北,嘉禾望岗,有,18,岭南新世界,108400626858,3室1厅,455,白云,精装,111.22平米,90.46㎡,2008
东北,嘉禾望岗,有,17,岭南新世界,108400402941,3室2厅,420,白云,精装,97.81平米,80.66㎡,2008
西南,新市,有,17,汇侨新城南区,108400353285,3室2厅,319,白云,简装,127.52平米,106.36㎡,2000
南,同德围,无,9,同德花园同景西街,108400173964,2室1厅,156,白云,简装,69.06平米,61.87㎡,1998
西南,白云大道南,无,7,广信金兰花园,108400273321,2室1厅,240,白云,简装,75平米,68㎡,1998
南,黄石,无,9,祥景花园,108400247003,2室1厅,156,白云,简装,55平米,暂无数据,1999
西北,黄边,有,9,时代玫瑰园,108400604470,2室2厅,280,白云,精装,73.4平米,59.67㎡,2004
东南 南,黄石,无,9,祥景花园,108400627210,3室2厅,250,白云,简装,88.22平米,暂无数据,2000
南,黄边,有,18,金碧雅苑,108400140667,2室2厅,239,白云,简装,68平米,暂无数据,2004
东南,新市,有,18,汇侨新城南区,108400560723,2室1厅,250,白云,简装,82.5平米,暂无数据,2000
南 北,黄边,有,18,金碧雅苑,108400569707,2室2厅,230,白云,简装,67.54平米,暂无数据,2005
东北,京溪,有,10,云景花园云桦苑,108400139543,2室1厅,285,白云,简装,63.3平米,58㎡,2002
东 西,同德围,无,9,泽德花苑,108400500052,2室1厅,125,白云,简装,59.87平米,49.64㎡,1998
西南,嘉禾望岗,有,18,岭南新世界,108200062248,3室1厅,410,白云,精装,108.07平米,88.36㎡,2008
南,元下田,无,9,春鸿居,108400633394,2室2厅,149,白云,简装,62.27平米,55.25㎡,1997
北,同德围,无,6,岭南花园,108400250646,2室1厅,215,白云,简装,72.76平米,61.51㎡,2001
西北,嘉禾望岗,有,18,富力城南区,108400269701,2室2厅,212,白云,精装,84.18平米,68.21㎡,2006
西北,元下田,无,9,春庭花园,108400421873,2室1厅,156,白云,简装,67.08平米,暂无数据,1999
东北,江夏,无,9,新兴白云花园乐居北街,108400542377,1室2厅,115,白云,简装,43.27平米,暂无数据,1999
东,元下田,无,9,春鸿居,108400322186,1室0厅,42,白云,简装,21平米,19㎡,1997
东北,黄边,有,18,云山诗意,108400389471,2室1厅,312,白云,精装,76.03平米,62㎡,2008
南 西 东,同和,无,7,同和云苑新村,108400650899,3室1厅,198,白云,简装,79.5平米,暂无数据,未知
东南 南,白云大道南,有,12,云山锦绣家园,108400561445,4室2厅,598,白云,精装,127.41平米,暂无数据,2007
东南,金沙洲,有,15,保利西海岸汇海花园,108400321943,3室2厅,285,白云,精装,96.6平米,暂无数据,2010
东北,白云大道南,有,17,万科峯境,108400217505,3室2厅,540,白云,精装,101.99平米,暂无数据,未知
西南,机场路,有,15,晓翠苑,108400503519,2室1厅,151,白云,精装,50.61平米,暂无数据,1999
西南,机场路,有,15,云天翠庭,108400348553,1室1厅,158,白云,简装,40平米,暂无数据,2004
南,石井,有,18,金碧新城,108400635032,2室1厅,196,白云,精装,68.63平米,暂无数据,2005
东 东北,金沙洲,有,26,保利西海岸汇海花园,108400640311,3室2厅,300,白云,精装,93.78平米,74㎡,2010
