北,铁路西,有,26,保利城花园海德公园,108200016246,2室2厅,132,花都,简装,81.25平米,66.37㎡,2000
南,旧区,无,7,东悦雅苑,108400600830,3室2厅,132,花都,精装,79.92平米,暂无数据,未知
东,铁路西,有,14,宝铼雅居,108400264344,1室2厅,71,花都,精装,43.6平米,暂无数据,2013
东南,旧区,有,17,永福大厦,108400625543,4室2厅,130,花都,简装,133.08平米,暂无数据,未知
南,旧区,有,18,保利花城花园,108400645460,2室1厅,165,花都,精装,82.81平米,66.8㎡,2014
北,花东镇,有,11,富力金港城东区,108400226591,2室2厅,105,花都,精装,78.7平米,65.13㎡,2013
北,花东镇,有,18,富力金港城东区,108400493768,2室2厅,106,花都,精装,82.36平米,68.92㎡,2012
东 南,狮岭镇,无,6,金碧御水山庄,108400560085,2室1厅,66,花都,精装,75.54平米,暂无数据,2009
北,花东镇,有,19,富力金港城南区,108400427676,2室2厅,56,花都,简装,78.15平米,78.15㎡,2012
北,铁路西,有,27,祈福万景峰,108400402372,2室2厅,146,花都,简装,77.42平米,61.44㎡,2017
南,花东镇,有,16,富力金港城东区,108400315802,3室2厅,132,花都,精装,92.29平米,77.59㎡,2013
南 北,旧区,无,7,花城路,108400531547,3室2厅,103,花都,精装,97.92平米,暂无数据,1996
北,旧区,有,9,桂园楼小区,108400653980,4室2厅,108,花都,简装,104.08平米,暂无数据,1990
南,旧区,无,7,花城路,108400612010,2室2厅,70,花都,简装,75.58平米,暂无数据,1996
东 西,旧区,暂无数据,8,五洲花园,108400625983,2室1厅,89,花都,精装,58.89平米,暂无数据,未知
南 北,旧区,无,8,骏威广场,108400570629,3室2厅,190,花都,简装,118.73平米,暂无数据,2000
东北,山前大道,有,19,美林湖美汇半岛,108400591317,2室2厅,62,花都,精装,75.12平米,59.64㎡,未知
南,旧区,无,8,侨苑小区(花都区),108400612053,3室2厅,136,花都,简装,127.58平米,暂无数据,1998
北,花东镇,有,9,富力金港城东区,108400351846,2室1厅,102,花都,精装,83.77平米,66.64㎡,2014
南 北,旧区,有,10,金城广场,108400611573,3室2厅,128,花都,简装,95.97平米,暂无数据,未知
南 北,北兴镇,有,29,合景天湖峰境,108400430352,3室2厅,99.7,花都,简装,90.63平米,72.93㎡,2010
北,旧区,无,9,建设北路,108400609310,2室2厅,72,花都,精装,81.25平米,81.25㎡,未知
北,铁路西,有,28,祈福辉煌台,108400612798,2室1厅,110,花都,精装,68.46平米,暂无数据,2008
东南,花山镇,暂无数据,9,花城悦翠园,108400354228,3室2厅,165,花都,毛坯,131平米,暂无数据,未知
南,镜湖大道,有,15,美林轩逸时光,108400606749,3室2厅,170,花都,精装,89.5平米,75.67㎡,2010
南,狮岭镇,有,18,狮城国际,108400604261,3室2厅,175,花都,精装,116.72平米,98.47㎡,2014
南,旧区,无,9,成功楼,108400467949,3室2厅,118,花都,精装,95平米,暂无数据,未知
东南,铁路西,有,35,天马丽苑二期,108400537878,3室1厅,168.3,花都,精装,97.55平米,74.93㎡,2015
西南,新区,有,12,祈福生活无限,108400575926,2室1厅,135,花都,简装,42平米,暂无数据,2010
西,狮岭镇,无,6,金碧御水山庄,108400099621,2室2厅,56,花都,精装,64.1平米,64.1㎡,2009
南,旧区,无,7,建设北路,108400409934,3室2厅,89,花都,精装,82平米,暂无数据,1996
南,铁路西,有,33,天马丽苑二期,108400607756,3室2厅,160,花都,简装,99.95平米,75.04㎡,2007
北,铁路西,有,31,南华时代城,108400573539,3室2厅,170,花都,毛坯,106.15平米,87.84㎡,2010
南,花山镇,有,11,祈福都会花园,108400603893,3室2厅,135,花都,简装,90.18平米,73.13㎡,2011
南,旧区,无,4,新中路,108400550535,3室2厅,75,花都,简装,71.7平米,暂无数据,1993
北,旧区,无,7,粤兴苑,108400547528,3室2厅,140,花都,简装,93.6平米,78.62㎡,2012
南,铁路西,有,31,南华时代城,108400573090,3室2厅,220,花都,精装,124.64平米,103.83㎡,2010
北,花东镇,有,18,富力金港城东区,108400354126,1室1厅,57,花都,精装,44.52平米,37.16㎡,2013
南,铁路西,有,28,南华时代城,108400545992,3室2厅,216,花都,毛坯,115.45平米,94.12㎡,2010
东 西,旧区,无,8,华侨商业城,108400586883,3室1厅,140,花都,精装,99.89平米,暂无数据,未知
北,铁路西,有,25,南华时代城,108400383977,3室2厅,160,花都,精装,90.71平米,暂无数据,2012
北,花东镇,有,18,富力金港城东区,108400100144,2室2厅,100,花都,精装,79.79平米,65㎡,2012
东南,新区,有,18,骏威锦东花园,108400569118,3室2厅,297,花都,精装,93.74平米,暂无数据,2011
东南,铁路西,有,32,保利高尔夫郡,108400104173,3室2厅,195,花都,精装,119.14平米,97.73㎡,2015
东,花山镇,有,33,广州融创文旅城A3区,108400587464,3室2厅,245,花都,毛坯,98.08平米,77.22㎡,2016
西南,狮岭镇,有,18,智烨山水豪庭,108400640521,3室2厅,126,花都,毛坯,92.5平米,76.94㎡,2012
东北,北兴镇,有,29,合景天湖峰境,108400650877,3室2厅,100,花都,精装,115平米,暂无数据,2010
西北 北 东北,北兴镇,暂无数据,29,合景天湖峰境,108400650906,3室2厅,108,花都,精装,128.1平米,暂无数据,2010
南 北,花东镇,有,18,富力金港城东区,108400651521,2室2厅,115,花都,精装,83.76平米,69.92㎡,2013
西南,新区,有,18,锦尚蓬莱苑,108400603508,3室2厅,268,花都,精装,92.31平米,暂无数据,未知
北,旧区,有,25,雅居乐锦城花语集,108400042529,3室2厅,200,花都,简装,102.28平米,81.56㎡,2008
南,狮岭镇,有,11,金碧御水山庄,108400099566,3室2厅,100,花都,精装,87.77平米,暂无数据,未知
南,狮岭镇,有,19,雅宝新城亚瑟公馆,108400007131,3室2厅,235,花都,精装,140.95平米,120.91㎡,2012
北,镜湖大道,有,15,合和新城3期2区,108400010018,5室2厅,328,花都,毛坯,167平米,暂无数据,2011
南,花东镇,有,18,富力金港城东区,108400128922,4室2厅,200,花都,其他,143平米,116.11㎡,2012
南,镜湖大道,有,15,合和新城,108400608737,2室2厅,230,花都,精装,91.39平米,74.89㎡,2011
南,花东镇,有,16,富力金港城东区,108400305628,3室2厅,150,花都,精装,99平米,暂无数据,2013
西北,旧区,无,8,金河湾花园二期,108400436785,3室2厅,189,花都,精装,110.76平米,99.13㎡,2007
南,铁路西,有,33,天马河国际公馆,108400607783,3室2厅,285,花都,精装,140.7平米,115.15㎡,2016
西北,铁路西,有,28,祈福辉煌台,108400622942,4室2厅,260,花都,其他,143.03平米,115.11㎡,2015
南,花东镇,有,18,富力金港城东区,108400439991,2室2厅,105,花都,简装,84.48平米,70.51㎡,2013
南,新区,有,15,馨庭花园,108400186913,3室2厅,418,花都,毛坯,183平米,153.64㎡,2006
南,新区,有,9,馨泉花园,108400527480,3室2厅,156,花都,精装,99.62平米,83.32㎡,未知
东 西,镜湖大道,有,12,雅图花园,108400608184,2室1厅,88,花都,简装,80.19平米,暂无数据,1998
南,新区,有,11,雅居乐雍华廷二期,108400613143,2室2厅,235,花都,简装,95.39平米,77.12㎡,2002
东南,旧区,有,24,华贵苑,108400614248,3室2厅,220,花都,精装,104.42平米,86.62㎡,未知
东南,旧区,暂无数据,8,凤华路,108400615092,3室2厅,92,花都,精装,90.45平米,90㎡,未知
北,镜湖大道,有,11,云峰花园2期,108400531244,3室2厅,275,花都,精装,131.04平米,113.21㎡,未知
南,旧区,有,32,雅居乐锦城花漾集,108400626735,3室2厅,168,花都,简装,92.34平米,74.1㎡,2008
南,新区,暂无数据,6,钻石豪园,108400627364,3室2厅,250,花都,精装,133.62平米,暂无数据,未知
南 北,旧区,有,7,百合豪园,108400627635,4室2厅,305,花都,简装,168.46平米,168.46㎡,2007
南,旧区,有,21,鼎信四季花园,108400573299,4室2厅,330,花都,毛坯,184平米,146.92㎡,2012
南,新区,有,15,岭南公馆,108400573737,3室2厅,380,花都,精装,147.05平米,暂无数据,未知
北,新区,有,11,雅居乐雍华廷二期,108400575678,3室2厅,288,花都,精装,102.23平米,88.44㎡,2002
南,新区,有,12,雅乐轩,108400586850,4室1厅,240,花都,简装,144.95平米,128.41㎡,2007
北,狮岭镇,有,20,万虹花园,108400600309,5室2厅,139,花都,精装,149.33平米,暂无数据,2009
南,狮岭镇,有,25,雅宝新城名门世家,108400603452,4室2厅,250,花都,精装,149.25平米,126.89㎡,2012
北,镜湖大道,有,15,合和新城,108400617223,2室2厅,198,花都,毛坯,90.09平米,73.81㎡,2011
北,旧区,无,9,青晖小区,108400588560,2室1厅,102,花都,精装,70平米,暂无数据,未知
南,狮岭镇,有,12,金碧御水山庄,108400099688,5室2厅,213,花都,精装,213.45平米,暂无数据,未知
东南,新区,有,11,美力百富雅苑,108400573712,3室2厅,250,花都,毛坯,127平米,110㎡,2004
东北,镜湖大道,有,17,朗悦君廷,108400580911,3室2厅,151,花都,简装,92.61平米,77.14㎡,2007
南 北,旧区,暂无数据,7,公园前路,108400597074,3室2厅,103,花都,简装,105.67平米,暂无数据,未知
北,花山镇,有,11,祈福都会花园,108400610064,2室2厅,118,花都,简装,77.18平米,61.75㎡,2009
北,狮岭镇,有,18,金碧御水山庄,108400099627,4室2厅,136,花都,精装,163平米,暂无数据,2007
南,旧区,无,8,体育花园,108400448050,4室2厅,262,花都,精装,162.73平米,141.7㎡,2001
南,新区,有,11,南航花园,108400515665,4室2厅,450,花都,精装,205.88平米,暂无数据,2002
