西 北,水荫,有,33,润粤大厦,108400143324,3室2厅,798,越秀,精装,116平米,99.11㎡,1999
西北,东山口,有,31,百好居,108400647469,3室1厅,618,越秀,精装,92.04平米,暂无数据,2000
南 西北,五羊新城,有,9,明月小区,108400408670,3室2厅,308,越秀,精装,61.68平米,54.76㎡,1993
南 北,黄花岗,无,6,广工大院,108400434477,2室1厅,290,越秀,简装,67平米,60.03㎡,1991
东北 南,东湖,无,7,东湖新村,108400580968,2室1厅,305,越秀,精装,66.58平米,暂无数据,1998
南,水荫,无,8,水荫路水荫直街,108400624994,2室1厅,188,越秀,精装,42.57平米,暂无数据,1990
南,黄花岗,有,14,先烈中路81号大院,108400408956,3室1厅,368,越秀,简装,86.37平米,80㎡,2000
东南,农讲所,无,9,德政中路,108400528389,3室1厅,238,越秀,精装,74.18平米,暂无数据,2008
北,淘金,无,9,淘金路,108400619781,2室1厅,305,越秀,简装,60.92平米,暂无数据,1990
东北,五羊新城,有,27,华逸锦轩,108200018834,2室2厅,385,越秀,精装,66.36平米,59㎡,2004
西北,五羊新城,无,9,东兴南小区,108400204860,2室2厅,290,越秀,精装,72.1平米,65.14㎡,1993
南 北,五羊新城,无,9,五羊小区,108400114133,2室1厅,265,越秀,简装,58.25平米,53㎡,1986
东南,五羊新城,无,9,寺右二马路,108400641773,3室1厅,528,越秀,简装,97.24平米,87.86㎡,1989
南,五羊新城,无,9,五羊小区,108400616164,2室1厅,268,越秀,精装,61平米,55.02㎡,1986
西南,越秀南,有,29,文德广场,108400566784,3室1厅,410,越秀,简装,79.7平米,暂无数据,2000
南,西门口,无,6,纸行路,108400471443,2室1厅,128,越秀,精装,38.14平米,暂无数据,未知
东,环市东,有,32,云鹤园,108400586077,3室1厅,530,越秀,简装,94.49平米,暂无数据,2004
南 北,东风东,无,9,福今路4号大院,108400079143,3室1厅,450,越秀,简装,101平米,91.33㎡,1990
东 南 北,东山口,无,6,烟墩路,108400617831,2室1厅,328,越秀,精装,50.45平米,44.62㎡,未知
北,五羊新城,无,9,五羊小区,108400580818,2室1厅,212,越秀,简装,50.55平米,45.67㎡,1986
西南,黄花岗,无,9,先烈中路云鹤北街,108400412494,3室1厅,245,越秀,精装,62.03平米,暂无数据,1990
东南,农讲所,无,5,东风中路,108400310923,3室2厅,278,越秀,简装,73.71平米,暂无数据,1982
北,海珠广场,有,25,一德花园,108400637906,2室1厅,222,越秀,简装,58.5平米,48.51㎡,1996
南 北,三元里,无,6,瑶台路向阳大街,108400510238,2室1厅,99,越秀,精装,42.1平米,暂无数据,未知
东南,建设路,无,8,广州卫生厅大院,108400641455,3室1厅,255,越秀,简装,56.31平米,50.88㎡,1985
北,五羊新城,无,9,五羊小区,108400551392,2室2厅,325,越秀,精装,66.41平米,暂无数据,1986
东 南 西 北,西门口,有,6,海珠北路祝寿巷,108400199498,4室2厅,370,越秀,简装,119.49平米,106.5㎡,1988
南,人民路,无,8,诗书路,108400502677,3室2厅,243,越秀,简装,83.54平米,75.48㎡,1998
西北,西门口,无,4,米市路,108400280057,3室1厅,270,越秀,简装,77.93平米,暂无数据,1990
南,五羊新城,无,9,东兴小区东兴南路,108400575509,3室2厅,325,越秀,简装,80.29平米,暂无数据,1995
南,北京路,有,13,文德路,108400461439,2室1厅,199,越秀,精装,39.5平米,暂无数据,2000
西南,西华路,无,9,西华路第一津街,108400506964,2室1厅,179,越秀,简装,50.09平米,45.54㎡,未知
东南,东山口,无,7,署前路庙前西街,108400558683,4室2厅,520,越秀,简装,111.33平米,100.59㎡,1990
南,淘金,有,18,华侨乐园,108400483811,2室1厅,333,越秀,精装,74.53平米,暂无数据,1995
南 北,东风东,无,9,东风东路水均大街,108400544602,3室1厅,290,越秀,精装,61.21平米,暂无数据,1990
西南,东风东,有,19,中山一路,108400364640,2室1厅,380,越秀,简装,71平米,暂无数据,未知
西南,淘金,有,28,富力御龙庭,108400406039,4室2厅,900,越秀,简装,130.64平米,107.77㎡,2004
南 北,环市东,有,13,东风东路,108200009934,3室2厅,460,越秀,精装,124.1平米,104.07㎡,未知
南,五羊新城,无,9,寺右东小区寺右三巷,108400116364,2室1厅,318,越秀,精装,83.55平米,71.29㎡,1991
东南,小北,有,30,天秀大厦,108400406434,3室1厅,325,越秀,简装,86.96平米,暂无数据,1995
东,建设路,有,20,好世界公寓,108400425156,1室0厅,167,越秀,精装,35.22平米,23.97㎡,2006
东,杨箕,无,9,中山一路共和西横街,108400511631,2室1厅,345,越秀,简装,56.81平米,51.33㎡,1990
南,东山口,无,9,东华东路,108400269444,2室1厅,370,越秀,简装,76平米,66.9㎡,1995
东,解放南,无,9,大德路濠畔街,108400570649,2室1厅,88,越秀,精装,25.81平米,暂无数据,1992
南 北,黄花岗,无,8,太和岗路22号大院,108400380022,2室1厅,273,越秀,精装,52.43平米,47.37㎡,1988
东北,环市东,有,25,东兴大厦,108200000253,2室2厅,458,越秀,精装,103平米,暂无数据,1990
东北,黄花岗,有,31,金悦东山国际公馆,108200019573,2室1厅,288,越秀,精装,61平米,47.03㎡,2010
南,东风东,有,32,锦城花园,108400538011,4室2厅,1280,越秀,精装,159平米,暂无数据,1999
东南,北京路,无,3,北京路高第新街,108400656735,2室1厅,168,越秀,精装,41.95平米,暂无数据,未知
西南,环市东,无,5,云鹤园,108400603705,4室2厅,720,越秀,精装,161.85平米,146.24㎡,1986
南,五羊新城,无,9,五羊小区,108400611138,1室1厅,170,越秀,简装,34.35平米,暂无数据,1986
东南,西华路,有,17,越富广场,108400114534,3室2厅,378,越秀,精装,103.29平米,84.07㎡,1997
东 北,五羊新城,有,9,东兴小区东兴南路,108400516600,3室1厅,280,越秀,精装,57.7平米,52.14㎡,1990
南,东风东,无,7,中山一路,108400322459,2室1厅,305,越秀,精装,58.38平米,52.75㎡,1986
南,建设路,无,8,建设五马路,108400526879,3室1厅,550,越秀,简装,107.19平米,98.35㎡,未知
东南,环市东,无,8,农本新村,108400580708,3室2厅,502,越秀,简装,82.86平米,暂无数据,1989
西南,东风东,有,17,竹丝岗二马路,108400003162,2室2厅,360,越秀,精装,70.6平米,62.07㎡,1987
西,淘金,有,31,淘金雅苑,108400071629,2室1厅,430,越秀,精装,85.49平米,69.31㎡,2000
东北,水荫,无,8,水荫路水荫直街,108400616603,2室1厅,295,越秀,简装,60.53平米,54.69㎡,1992
东北,淘金,有,31,淘金雅苑,108400023925,3室2厅,470,越秀,简装,96.21平米,78㎡,2000
西,五羊新城,有,33,璟泰大厦,108400066883,1室2厅,398,越秀,简装,70.81平米,57.46㎡,2003
东南,水荫,有,30,福莱花园,108400337398,2室1厅,380,越秀,简装,68平米,暂无数据,1997
东南,淘金,有,27,富力御龙庭,108400568647,4室2厅,950,越秀,精装,137.59平米,115.09㎡,2004
北,东风东,有,33,东风广场,108400410919,2室2厅,708,越秀,简装,84.97平米,67.18㎡,2006
南 北,淘金,无,9,淘金路淘金街,108200024610,3室1厅,430,越秀,简装,100.08平米,暂无数据,1996
东 西 北,淘金,有,9,淘金路淘金坑,108400594486,3室1厅,373,越秀,精装,71.52平米,63.49㎡,1998
南 北,五羊新城,无,9,五羊小区,108400430540,2室1厅,255,越秀,精装,50.54平米,45.67㎡,1986
南 北,东风东,无,6,国土厅宿舍,108400609995,2室1厅,390,越秀,简装,64.35平米,暂无数据,未知
南 北,五羊新城,无,9,东兴小区东兴北路,108200025313,2室1厅,270,越秀,精装,60.28平米,55㎡,1995
东南,五羊新城,有,24,广信美景大厦,108400270621,2室1厅,418,越秀,简装,92.12平米,暂无数据,1993
东南,淘金,有,9,电视台大院,108400521890,4室2厅,660,越秀,简装,128.19平米,暂无数据,1991
东,东风东,有,39,东风广场,108400561694,2室1厅,570,越秀,简装,70.06平米,59.05㎡,1998
南,小北,无,4,应元路应元宫道,108400034723,3室1厅,372,越秀,精装,66.35平米,59.95㎡,2000
南,建设路,无,7,拥翠小区,108400597704,2室1厅,200,越秀,简装,48.43平米,暂无数据,未知
东南,五羊新城,无,9,五羊小区,108400623539,2室1厅,310,越秀,简装,69.11平米,62.44㎡,1986
