科创板6月做通关测试，50恶庄们急拉高出货，为科创板,4271,50,06-12 10:54
反弹2天跌20天，你最牛,1316,1,06-12 10:53
期指做空，中信牛X，继续放开。,901,0,06-12 10:52
继续拉呀，反正你们无限资金,1629,0,06-12 10:36
做空就靠50,1643,0,06-12 09:55
就知道你这么牛，拖后腿,2161,1,06-12 09:33
股市刚好一点一定要火上浇油千万不要釜底抽薪！工具箱,954,0,06-11 22:49
今日策略布局总结,2802,3,06-11 21:12
目前不能乐观，看50权重，2.9这个缺口上不去就要做头,1925,0,06-11 17:31
转发,1930,0,06-11 16:25
转发,1897,0,06-11 16:25
转发,1020,0,06-11 16:23
转发,1059,0,06-11 15:24
转发,975,0,06-11 15:15
转发,1032,0,06-11 15:14
转发,1023,0,06-11 15:14
华尔街忽悠下不差钱的机构游资还行，但是对于中国散户,1460,0,06-11 15:08
转发,1017,0,06-11 15:08
外盘会大幅下杀你跟涨不是找被套亏钱是什么呢,1299,0,06-11 15:02
买进的等着亏钱被套吧，拭目以待,1069,0,06-11 14:52
上涨就是找被套亏钱，鉴定完毕,989,0,06-11 14:41
A50午盘一单现价13100进空,3187,4,06-11 14:30
熟悉的配方熟悉的套路，使劲拉各板权重股，没用，马上,2387,1,06-11 14:19
成分股是哪些在哪儿看,1834,0,06-11 14:11
 宁宁萌 影响力注册时长2.2年 今天 14:07 东方财富And,1441,0,06-11 14:09
大盘涨停,2406,1,06-11 14:06
两天内指数必会打回原形转跌下杀,1642,3,06-11 14:02
 宁宁萌 影响力注册时长2.2年 今天 13:41 东方财富And,1345,0,06-11 13:47
券商下午肯定跳水。。。。,1829,0,06-11 13:42
目前不乐观，看50权重，2.9这个缺口上不去就要做头肩,1824,0,06-11 13:29
我,1309,0,06-11 13:24
 宁宁萌 影响力注册时长2.2年 今天 13:09 东方财富And,1313,0,06-11 13:11
大涨3个点就NB了,1546,0,06-11 13:07
第一目标位跌破年线是上证50的必然出路,1611,2,06-11 12:18
提示风险，短期有下跌风险，警惕黑色周四周五，2800点,1407,0,06-11 11:42
继续拉，别停,1893,0,06-11 11:33
 宁宁萌 影响力注册时长2.2年 今天 11:14 东方财富And,1014,0,06-11 11:16
套死机构游资是大概率,989,0,06-11 11:01
券商抢钱从不手软啊。。。,1048,0,06-11 10:36
祖国就应该这样强大,1727,0,06-11 10:34
无量走不远，迟早是下跌，看清大趋势，小心不亏钱,1582,2,06-11 10:10
权重搭台，题材唱戏。有些人天天意淫自己的票是下一个,1359,0,06-11 10:08
A50行情解析，策略分享,4642,23,06-11 08:59
明天又开始一轮下跌，今天还是昙花一现，这种机率有多,1509,1,06-10 22:59
欧美连续一周暴涨！即将收复下跌失地！,1048,0,06-10 22:27
上证50新入选:三一重工 海通证券 中信建投。[想一下][,1633,0,06-10 20:38
明天格力顶得住吗？,1956,0,06-10 20:27
跌3天一天涨回去了，个股跌一天3天涨不回来,2513,1,06-10 20:04
高开低走，低开低走，平开低走，后市2700-2500-2300,1939,0,06-10 14:46
再不上就撤退,1135,0,06-10 14:45
不涨2个点，太不像话了,933,0,06-10 14:40
券商股趋势是大盘风向标！,1929,0,06-10 14:21
