险资乘机出货！,246,0,01-24 14:51
人生大起大落，真的像今天的50，我看到顽强50，一直在,441,0,01-24 14:48
资金真是无限呀,309,0,01-24 14:45
这真的是牛市吗[哭],302,0,01-24 14:43
19连阳,320,0,01-24 14:43
在暴利面前所谓的价值投资不堪一击谁都不例外，50也是,466,0,01-24 14:31
收盘前雄起,199,0,01-24 14:28
操你妈的50一涨小盘股就跌，50就是丧门星,272,0,01-24 13:47
50你真牛逼[大笑]50个股3200点了[赞],319,0,01-24 13:32
601668落后上面证50指数的好标，比银行估值还低，增长,365,0,01-24 13:17
洗洗突破整数关口……,286,0,01-24 11:32
今天50可能是阴线了，让踏空者高兴高兴[大笑],802,1,01-24 11:28
50快涨，快买,273,0,01-24 11:21
接着拉，不能让漂亮50不漂亮[赞][赞][赞],157,0,01-24 11:07
50不行了，赶紧换小盘股，就是快快快,261,0,01-24 11:06
太好了，跌的大快人心，不是价值投资吗，你们该上天，,717,1,01-24 11:04
50跌个股涨。,170,0,01-24 10:59
你不能跳水啊[哭],151,0,01-24 10:58
看怎么跌死你个郭嘉堆,878,1,01-24 10:50
继续拉呀，印了8千亿呢,148,0,01-24 10:41
你继续跌，个股就涨了,126,0,01-24 10:40
別跌吖，30连阳就在前面……,174,0,01-24 10:40
次新！,146,0,01-24 10:37
超跌股金鑫诺！军民融合概念，5G概念,164,0,01-24 10:37
你快跌吧，你一跌，中小创就开始涨，你涨，中小创跌，,236,0,01-24 10:13
博傻，傻博。背后有只看得见的大手坐庄。[想一下],226,0,01-24 10:04
上证50是想，让一部份人先富起来，,214,0,01-24 09:59
博傻,243,0,01-24 09:47
牛牛皮,181,0,01-24 09:41
抓壮丁!抓壮丁!抓壮丁!,245,0,01-24 09:35
宝刀未老啊，天天跳空高开，没买50的还是不要买了，太,279,0,01-24 09:34
机会在次新中,179,0,01-24 09:11
融资余额六连增 资金急速“投奔”金融板块,417,0,01-24 09:10
今天次新要大涨关注,171,0,01-24 08:21
扯！,1115,9,01-24 07:32
我觉得有50股票的人，最后得死一大批，我以分步骤开始,3255,6,01-23 22:09
上证50近三个月每到行权日都会达到极大值或极小值，这,1315,1,01-23 22:06
看看道琼斯，上证50十八连涨也是正常的，都是成分指数,368,0,01-23 22:05
明天次新要大涨,248,0,01-23 20:29
还会再涨,227,0,01-23 19:16
沪指6连阳PK上证50指数18连涨，2018机会在谁？,445,0,01-23 19:04
买在5000点，3000点解套[大笑][大笑][大笑],570,0,01-23 16:35
豁出去，就不买50，赔钱就赔钱。,1708,3,01-23 16:26
如果只拉50，那出新股就没意义了。大家顶住。就是不买,1540,3,01-23 16:17
50已经成妖了,296,0,01-23 15:58
发帖不买的感觉都要买呢,544,1,01-23 15:38
赚钱的人都跟着50走了，那些一直还在骂50的还在迷茫，,1635,2,01-23 15:10
爬山爬了18天了！不打算下来了么？,968,1,01-23 15:07
50一片红收盘，太厉害了，哈哈哈，明天继续，力撑到底,222,0,01-23 15:03
只买上证50 [鼓掌]和庄家一起买，总会获利的，对着干,332,0,01-23 15:01
牛批牛批，大哥大哥,259,0,01-23 14:57
只有上证50才跟上节奏,230,0,01-23 14:56
买50套上10年解不了套，中小创时间不会那么长,1402,2,01-23 14:54
十八连涨,235,0,01-23 14:48
漂亮。,255,0,01-23 14:44
以上证50为首的一九行情愈演愈烈,854,0,01-23 14:42
马勒戈壁，跳水,398,1,01-23 14:41
50买上 5年不解套  cnm,177,0,01-23 14:39
威武,229,0,01-23 14:38
回下来好像又在为明天继续上涨预留空间,252,0,01-23 14:34
满仓50比满仓中小创实惠，年度涨幅两位数，前面还是2,289,0,01-23 14:29
没救了,194,0,01-23 14:16
涨到1万点，SB散户都解不了套,206,0,01-23 14:10
十年前高位买了银行的解套了,802,1,01-23 14:02
50不涨怎么行,234,0,01-23 14:00
